Scenario,Cycle,Input_Temp,Input_Contam,Input_Load,Input_Maint,Input_Vibration,LinearGuide_Health,LinearGuide_Status,RecoaterMotor_Health,RecoaterMotor_Status,RecoaterBlade_Health,RecoaterBlade_Status,HeatingElement_Health,HeatingElement_Status,NozzlePlate_Health,NozzlePlate_Status
Normal_Laboratori,138,21.71,0.0,2.21,0.9,0.4,0.435,CRITICAL,0.991,FUNCTIONAL,0.836,FUNCTIONAL,0.93,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,139,21.04,0.0,1.75,0.9,0.4,0.434,CRITICAL,0.991,FUNCTIONAL,0.835,FUNCTIONAL,0.93,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,140,24.0,0.0,1.86,0.9,0.38,0.433,CRITICAL,0.991,FUNCTIONAL,0.834,FUNCTIONAL,0.929,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,141,21.99,0.0,2.24,0.9,0.4,0.432,CRITICAL,0.991,FUNCTIONAL,0.832,FUNCTIONAL,0.929,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,142,22.59,0.0,1.73,0.9,0.39,0.431,CRITICAL,0.991,FUNCTIONAL,0.831,FUNCTIONAL,0.929,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,143,22.14,0.0,1.97,0.9,0.39,0.43,CRITICAL,0.991,FUNCTIONAL,0.83,FUNCTIONAL,0.929,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,144,23.3,0.0,1.75,0.9,0.4,0.43,CRITICAL,0.991,FUNCTIONAL,0.829,FUNCTIONAL,0.929,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,145,23.49,0.0,2.23,0.9,0.39,0.428,CRITICAL,0.991,FUNCTIONAL,0.828,FUNCTIONAL,0.929,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,146,23.02,0.0,1.92,0.9,0.39,0.428,CRITICAL,0.991,FUNCTIONAL,0.827,FUNCTIONAL,0.928,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,147,22.62,0.0,1.8,0.9,0.4,0.427,CRITICAL,0.991,FUNCTIONAL,0.826,FUNCTIONAL,0.928,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,148,22.75,0.0,1.84,0.9,0.4,0.426,CRITICAL,0.991,FUNCTIONAL,0.825,FUNCTIONAL,0.928,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,149,23.43,0.0,1.98,0.9,0.4,0.425,CRITICAL,0.991,FUNCTIONAL,0.824,FUNCTIONAL,0.928,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,150,24.62,0.0,1.78,0.9,0.39,0.424,CRITICAL,0.991,FUNCTIONAL,0.823,FUNCTIONAL,0.928,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,151,23.7,0.0,2.22,0.9,0.4,0.423,CRITICAL,0.991,FUNCTIONAL,0.822,FUNCTIONAL,0.927,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,152,21.99,0.0,2.19,0.9,0.41,0.422,CRITICAL,0.991,FUNCTIONAL,0.821,FUNCTIONAL,0.927,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,153,20.86,0.0,1.88,0.9,0.39,0.421,CRITICAL,0.991,FUNCTIONAL,0.82,FUNCTIONAL,0.927,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,154,20.66,0.0,1.85,0.9,0.39,0.42,CRITICAL,0.991,FUNCTIONAL,0.819,FUNCTIONAL,0.927,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,155,20.39,0.0,1.84,0.9,0.39,0.419,CRITICAL,0.991,FUNCTIONAL,0.818,FUNCTIONAL,0.927,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,156,20.73,0.0,1.77,0.9,0.4,0.419,CRITICAL,0.991,FUNCTIONAL,0.817,FUNCTIONAL,0.927,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,157,20.72,0.0,1.78,0.9,0.39,0.418,CRITICAL,0.991,FUNCTIONAL,0.816,FUNCTIONAL,0.926,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,158,21.37,0.0,1.9,0.9,0.4,0.417,CRITICAL,0.991,FUNCTIONAL,0.814,FUNCTIONAL,0.926,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,159,21.47,0.0,2.27,0.9,0.4,0.416,CRITICAL,0.99,FUNCTIONAL,0.813,FUNCTIONAL,0.926,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,160,21.09,0.0,1.95,0.9,0.41,0.415,CRITICAL,0.99,FUNCTIONAL,0.812,FUNCTIONAL,0.926,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,161,20.11,0.0,1.73,0.9,0.41,0.414,CRITICAL,0.99,FUNCTIONAL,0.811,FUNCTIONAL,0.926,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,162,20.76,0.0,1.8,0.9,0.41,0.413,CRITICAL,0.99,FUNCTIONAL,0.81,FUNCTIONAL,0.926,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,163,19.69,0.0,1.8,0.9,0.41,0.413,CRITICAL,0.99,FUNCTIONAL,0.809,FUNCTIONAL,0.925,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,164,18.38,0.0,1.75,0.9,0.39,0.412,CRITICAL,0.99,FUNCTIONAL,0.808,FUNCTIONAL,0.925,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,165,16.39,0.0,1.85,0.9,0.4,0.411,CRITICAL,0.99,FUNCTIONAL,0.807,FUNCTIONAL,0.925,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,166,18.12,0.0,2.04,0.9,0.4,0.41,CRITICAL,0.99,FUNCTIONAL,0.806,FUNCTIONAL,0.925,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,167,17.19,0.0,2.14,0.9,0.41,0.409,CRITICAL,0.99,FUNCTIONAL,0.805,FUNCTIONAL,0.925,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,168,17.07,0.0,2.29,0.9,0.41,0.408,CRITICAL,0.99,FUNCTIONAL,0.804,FUNCTIONAL,0.924,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,169,16.62,0.0,2.09,0.9,0.4,0.407,CRITICAL,0.99,FUNCTIONAL,0.803,FUNCTIONAL,0.924,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,170,17.3,0.0,2.23,0.9,0.41,0.406,CRITICAL,0.99,FUNCTIONAL,0.802,FUNCTIONAL,0.924,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,171,18.7,0.0,2.08,0.9,0.41,0.405,CRITICAL,0.99,FUNCTIONAL,0.801,FUNCTIONAL,0.924,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,172,18.0,0.0,1.86,0.9,0.41,0.404,CRITICAL,0.99,FUNCTIONAL,0.8,DEGRADED,0.924,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,173,17.39,0.0,1.96,0.9,0.41,0.403,CRITICAL,0.99,FUNCTIONAL,0.799,DEGRADED,0.924,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,174,17.64,0.0,1.99,0.9,0.41,0.403,CRITICAL,0.99,FUNCTIONAL,0.797,DEGRADED,0.923,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,175,17.98,0.0,2.05,0.9,0.41,0.402,CRITICAL,0.99,FUNCTIONAL,0.796,DEGRADED,0.923,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,176,17.57,0.0,2.23,0.9,0.4,0.401,CRITICAL,0.99,FUNCTIONAL,0.795,DEGRADED,0.923,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,177,18.82,0.0,1.92,0.9,0.4,0.4,CRITICAL,0.99,FUNCTIONAL,0.794,DEGRADED,0.923,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,178,17.39,0.0,2.06,0.9,0.42,0.399,CRITICAL,0.99,FUNCTIONAL,0.793,DEGRADED,0.923,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,179,16.65,0.0,2.04,0.9,0.42,0.398,CRITICAL,0.99,FUNCTIONAL,0.792,DEGRADED,0.922,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,180,16.43,0.0,2.19,0.9,0.4,0.397,CRITICAL,0.99,FUNCTIONAL,0.791,DEGRADED,0.922,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,181,19.16,0.0,2.23,0.9,0.4,0.396,CRITICAL,0.99,FUNCTIONAL,0.79,DEGRADED,0.922,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,182,18.61,0.0,1.83,0.9,0.41,0.395,CRITICAL,0.989,FUNCTIONAL,0.789,DEGRADED,0.922,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,183,19.95,0.0,1.92,0.9,0.41,0.395,CRITICAL,0.989,FUNCTIONAL,0.788,DEGRADED,0.922,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,184,20.05,0.0,1.73,0.9,0.41,0.394,CRITICAL,0.989,FUNCTIONAL,0.787,DEGRADED,0.921,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,185,19.42,0.0,2.19,0.9,0.4,0.393,CRITICAL,0.989,FUNCTIONAL,0.786,DEGRADED,0.921,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,186,19.18,0.0,2.08,0.9,0.42,0.392,CRITICAL,0.989,FUNCTIONAL,0.785,DEGRADED,0.921,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,187,20.11,0.0,2.0,0.9,0.41,0.391,CRITICAL,0.989,FUNCTIONAL,0.784,DEGRADED,0.921,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,188,19.14,0.0,1.78,0.9,0.42,0.39,CRITICAL,0.989,FUNCTIONAL,0.783,DEGRADED,0.921,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,189,20.72,0.0,1.79,0.9,0.41,0.39,CRITICAL,0.989,FUNCTIONAL,0.781,DEGRADED,0.921,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,190,18.46,0.0,1.96,0.9,0.42,0.389,CRITICAL,0.989,FUNCTIONAL,0.78,DEGRADED,0.92,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,191,18.49,0.0,1.81,0.9,0.42,0.388,CRITICAL,0.989,FUNCTIONAL,0.779,DEGRADED,0.92,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,192,18.65,0.0,2.23,0.9,0.42,0.387,CRITICAL,0.989,FUNCTIONAL,0.778,DEGRADED,0.92,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,193,17.99,0.0,2.26,0.9,0.41,0.386,CRITICAL,0.989,FUNCTIONAL,0.777,DEGRADED,0.92,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,194,17.72,0.0,2.03,0.9,0.41,0.385,CRITICAL,0.989,FUNCTIONAL,0.776,DEGRADED,0.92,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,195,18.12,0.0,1.77,0.9,0.42,0.384,CRITICAL,0.989,FUNCTIONAL,0.775,DEGRADED,0.92,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,196,16.21,0.0,1.73,0.9,0.41,0.384,CRITICAL,0.989,FUNCTIONAL,0.774,DEGRADED,0.919,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,197,18.28,0.0,1.85,0.9,0.41,0.383,CRITICAL,0.989,FUNCTIONAL,0.773,DEGRADED,0.919,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,198,19.63,0.0,1.81,0.9,0.41,0.382,CRITICAL,0.989,FUNCTIONAL,0.772,DEGRADED,0.919,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,199,19.74,0.0,2.03,0.9,0.42,0.381,CRITICAL,0.989,FUNCTIONAL,0.771,DEGRADED,0.919,FUNCTIONAL,0.988,FUNCTIONAL
Normal_Laboratori,200,21.07,0.0,2.3,0.9,0.42,0.38,CRITICAL,0.989,FUNCTIONAL,0.77,DEGRADED,0.919,FUNCTIONAL,0.988,FUNCTIONAL
