Scenario,Cycle,Input_Temp,Input_Contam,Input_Load,Input_Maint,Input_Vibration,LinearGuide_Health,LinearGuide_Status,RecoaterMotor_Health,RecoaterMotor_Status,RecoaterBlade_Health,RecoaterBlade_Status,HeatingElement_Health,HeatingElement_Status,NozzlePlate_Health,NozzlePlate_Status
Normal_Laboratori,11,22.13,0.04,9.36,0.5,0.18,0.84,FUNCTIONAL,0.999,FUNCTIONAL,0.978,FUNCTIONAL,0.985,FUNCTIONAL,0.998,FUNCTIONAL
Normal_Laboratori,12,24.22,0.06,9.4,0.5,0.19,0.827,FUNCTIONAL,0.999,FUNCTIONAL,0.976,FUNCTIONAL,0.984,FUNCTIONAL,0.998,FUNCTIONAL
Normal_Laboratori,13,22.18,0.05,11.49,0.5,0.2,0.812,FUNCTIONAL,0.999,FUNCTIONAL,0.974,FUNCTIONAL,0.982,FUNCTIONAL,0.997,FUNCTIONAL
Normal_Laboratori,14,21.21,0.07,10.51,0.5,0.21,0.798,DEGRADED,0.999,FUNCTIONAL,0.972,FUNCTIONAL,0.981,FUNCTIONAL,0.997,FUNCTIONAL
Normal_Laboratori,15,22.89,0.09,10.12,0.5,0.2,0.784,DEGRADED,0.999,FUNCTIONAL,0.969,FUNCTIONAL,0.979,FUNCTIONAL,0.997,FUNCTIONAL
Normal_Laboratori,16,22.3,0.07,9.39,0.52,0.22,0.772,DEGRADED,0.999,FUNCTIONAL,0.968,FUNCTIONAL,0.978,FUNCTIONAL,0.996,FUNCTIONAL
Normal_Laboratori,17,23.11,0.07,9.16,0.53,0.22,0.761,DEGRADED,0.999,FUNCTIONAL,0.966,FUNCTIONAL,0.977,FUNCTIONAL,0.996,FUNCTIONAL
Normal_Laboratori,18,21.24,0.08,8.76,0.55,0.24,0.75,DEGRADED,0.999,FUNCTIONAL,0.965,FUNCTIONAL,0.976,FUNCTIONAL,0.996,FUNCTIONAL
Normal_Laboratori,19,19.76,0.07,8.67,0.56,0.23,0.74,DEGRADED,0.999,FUNCTIONAL,0.964,FUNCTIONAL,0.975,FUNCTIONAL,0.996,FUNCTIONAL
Normal_Laboratori,20,17.12,0.07,9.31,0.57,0.24,0.729,DEGRADED,0.999,FUNCTIONAL,0.962,FUNCTIONAL,0.974,FUNCTIONAL,0.995,FUNCTIONAL
Normal_Laboratori,21,17.45,0.07,7.16,0.59,0.24,0.721,DEGRADED,0.998,FUNCTIONAL,0.961,FUNCTIONAL,0.973,FUNCTIONAL,0.995,FUNCTIONAL
Normal_Laboratori,22,17.42,0.07,6.92,0.59,0.25,0.713,DEGRADED,0.998,FUNCTIONAL,0.96,FUNCTIONAL,0.972,FUNCTIONAL,0.995,FUNCTIONAL
Normal_Laboratori,23,17.65,0.05,8.86,0.6,0.24,0.704,DEGRADED,0.998,FUNCTIONAL,0.958,FUNCTIONAL,0.971,FUNCTIONAL,0.994,FUNCTIONAL
Normal_Laboratori,24,17.35,0.03,7.48,0.62,0.26,0.696,DEGRADED,0.998,FUNCTIONAL,0.957,FUNCTIONAL,0.97,FUNCTIONAL,0.994,FUNCTIONAL
Normal_Laboratori,25,18.2,0.02,7.53,0.62,0.27,0.689,DEGRADED,0.998,FUNCTIONAL,0.956,FUNCTIONAL,0.969,FUNCTIONAL,0.994,FUNCTIONAL
Normal_Laboratori,26,19.02,0.02,8.04,0.63,0.27,0.681,DEGRADED,0.998,FUNCTIONAL,0.955,FUNCTIONAL,0.968,FUNCTIONAL,0.994,FUNCTIONAL
Normal_Laboratori,27,17.38,0.0,7.8,0.64,0.27,0.674,DEGRADED,0.998,FUNCTIONAL,0.954,FUNCTIONAL,0.967,FUNCTIONAL,0.994,FUNCTIONAL
Normal_Laboratori,28,20.47,0.0,5.95,0.65,0.28,0.668,DEGRADED,0.998,FUNCTIONAL,0.952,FUNCTIONAL,0.966,FUNCTIONAL,0.993,FUNCTIONAL
Normal_Laboratori,29,20.06,0.0,7.54,0.66,0.28,0.662,DEGRADED,0.998,FUNCTIONAL,0.951,FUNCTIONAL,0.966,FUNCTIONAL,0.993,FUNCTIONAL
Normal_Laboratori,30,19.25,0.0,6.37,0.67,0.27,0.656,DEGRADED,0.998,FUNCTIONAL,0.95,FUNCTIONAL,0.965,FUNCTIONAL,0.993,FUNCTIONAL
Normal_Laboratori,31,19.98,0.0,6.68,0.67,0.28,0.65,DEGRADED,0.997,FUNCTIONAL,0.949,FUNCTIONAL,0.964,FUNCTIONAL,0.993,FUNCTIONAL
Normal_Laboratori,32,20.64,0.0,6.49,0.68,0.29,0.645,DEGRADED,0.997,FUNCTIONAL,0.948,FUNCTIONAL,0.963,FUNCTIONAL,0.993,FUNCTIONAL
Normal_Laboratori,33,21.11,0.0,6.29,0.69,0.29,0.639,DEGRADED,0.997,FUNCTIONAL,0.947,FUNCTIONAL,0.963,FUNCTIONAL,0.993,FUNCTIONAL
Normal_Laboratori,34,20.12,0.0,6.88,0.69,0.29,0.634,DEGRADED,0.997,FUNCTIONAL,0.946,FUNCTIONAL,0.962,FUNCTIONAL,0.993,FUNCTIONAL
Normal_Laboratori,35,18.85,0.0,6.67,0.7,0.3,0.628,DEGRADED,0.997,FUNCTIONAL,0.945,FUNCTIONAL,0.961,FUNCTIONAL,0.993,FUNCTIONAL
Normal_Laboratori,36,20.08,0.0,6.72,0.71,0.3,0.623,DEGRADED,0.997,FUNCTIONAL,0.944,FUNCTIONAL,0.96,FUNCTIONAL,0.993,FUNCTIONAL
Normal_Laboratori,37,21.19,0.0,6.57,0.71,0.3,0.618,DEGRADED,0.997,FUNCTIONAL,0.943,FUNCTIONAL,0.96,FUNCTIONAL,0.993,FUNCTIONAL
Normal_Laboratori,38,20.41,0.0,5.39,0.72,0.3,0.613,DEGRADED,0.997,FUNCTIONAL,0.941,FUNCTIONAL,0.959,FUNCTIONAL,0.993,FUNCTIONAL
Normal_Laboratori,39,20.06,0.0,5.51,0.72,0.31,0.609,DEGRADED,0.997,FUNCTIONAL,0.94,FUNCTIONAL,0.958,FUNCTIONAL,0.993,FUNCTIONAL
Normal_Laboratori,40,21.24,0.0,4.61,0.73,0.3,0.605,DEGRADED,0.997,FUNCTIONAL,0.939,FUNCTIONAL,0.958,FUNCTIONAL,0.992,FUNCTIONAL
Normal_Laboratori,41,20.11,0.0,6.13,0.73,0.3,0.601,DEGRADED,0.997,FUNCTIONAL,0.938,FUNCTIONAL,0.957,FUNCTIONAL,0.992,FUNCTIONAL
Normal_Laboratori,42,20.72,0.0,5.57,0.74,0.31,0.597,DEGRADED,0.996,FUNCTIONAL,0.937,FUNCTIONAL,0.957,FUNCTIONAL,0.992,FUNCTIONAL
Normal_Laboratori,43,22.98,0.0,5.68,0.74,0.31,0.592,DEGRADED,0.996,FUNCTIONAL,0.936,FUNCTIONAL,0.956,FUNCTIONAL,0.992,FUNCTIONAL
Normal_Laboratori,44,22.34,0.0,5.24,0.75,0.32,0.588,DEGRADED,0.996,FUNCTIONAL,0.935,FUNCTIONAL,0.955,FUNCTIONAL,0.992,FUNCTIONAL
Normal_Laboratori,45,21.06,0.0,4.93,0.75,0.32,0.585,DEGRADED,0.996,FUNCTIONAL,0.934,FUNCTIONAL,0.955,FUNCTIONAL,0.992,FUNCTIONAL
Normal_Laboratori,46,18.38,0.0,5.1,0.76,0.32,0.581,DEGRADED,0.996,FUNCTIONAL,0.933,FUNCTIONAL,0.954,FUNCTIONAL,0.992,FUNCTIONAL
Normal_Laboratori,47,17.89,0.0,4.41,0.76,0.32,0.578,DEGRADED,0.996,FUNCTIONAL,0.932,FUNCTIONAL,0.954,FUNCTIONAL,0.992,FUNCTIONAL
Normal_Laboratori,48,19.81,0.0,5.27,0.77,0.31,0.574,DEGRADED,0.996,FUNCTIONAL,0.931,FUNCTIONAL,0.953,FUNCTIONAL,0.992,FUNCTIONAL
Normal_Laboratori,49,18.82,0.0,5.18,0.77,0.32,0.571,DEGRADED,0.996,FUNCTIONAL,0.93,FUNCTIONAL,0.953,FUNCTIONAL,0.992,FUNCTIONAL
Normal_Laboratori,50,19.36,0.0,4.52,0.78,0.33,0.567,DEGRADED,0.996,FUNCTIONAL,0.929,FUNCTIONAL,0.952,FUNCTIONAL,0.992,FUNCTIONAL
Normal_Laboratori,51,21.37,0.0,4.52,0.78,0.33,0.564,DEGRADED,0.996,FUNCTIONAL,0.928,FUNCTIONAL,0.952,FUNCTIONAL,0.992,FUNCTIONAL
Normal_Laboratori,52,19.6,0.0,3.7,0.78,0.33,0.562,DEGRADED,0.996,FUNCTIONAL,0.927,FUNCTIONAL,0.951,FUNCTIONAL,0.992,FUNCTIONAL
Normal_Laboratori,53,18.89,0.0,4.61,0.79,0.34,0.559,DEGRADED,0.996,FUNCTIONAL,0.926,FUNCTIONAL,0.951,FUNCTIONAL,0.992,FUNCTIONAL
Normal_Laboratori,54,17.75,0.0,4.48,0.79,0.33,0.556,DEGRADED,0.995,FUNCTIONAL,0.924,FUNCTIONAL,0.95,FUNCTIONAL,0.992,FUNCTIONAL
Normal_Laboratori,55,18.33,0.0,4.6,0.79,0.34,0.553,DEGRADED,0.995,FUNCTIONAL,0.923,FUNCTIONAL,0.95,FUNCTIONAL,0.992,FUNCTIONAL
Normal_Laboratori,56,18.11,0.0,3.6,0.8,0.33,0.55,DEGRADED,0.995,FUNCTIONAL,0.922,FUNCTIONAL,0.95,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,57,18.23,0.0,4.34,0.8,0.33,0.547,DEGRADED,0.995,FUNCTIONAL,0.921,FUNCTIONAL,0.949,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,58,18.81,0.0,3.52,0.8,0.34,0.545,DEGRADED,0.995,FUNCTIONAL,0.92,FUNCTIONAL,0.949,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,59,19.25,0.0,4.05,0.81,0.34,0.542,DEGRADED,0.995,FUNCTIONAL,0.919,FUNCTIONAL,0.948,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,60,17.86,0.0,4.15,0.81,0.35,0.54,DEGRADED,0.995,FUNCTIONAL,0.918,FUNCTIONAL,0.948,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,61,18.77,0.0,3.38,0.81,0.34,0.538,DEGRADED,0.995,FUNCTIONAL,0.917,FUNCTIONAL,0.948,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,62,20.51,0.0,4.13,0.81,0.34,0.535,DEGRADED,0.995,FUNCTIONAL,0.916,FUNCTIONAL,0.947,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,63,19.43,0.0,3.68,0.82,0.34,0.533,DEGRADED,0.995,FUNCTIONAL,0.915,FUNCTIONAL,0.947,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,64,21.07,0.0,3.89,0.82,0.33,0.53,DEGRADED,0.995,FUNCTIONAL,0.914,FUNCTIONAL,0.947,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,65,21.99,0.0,3.51,0.82,0.35,0.528,DEGRADED,0.995,FUNCTIONAL,0.913,FUNCTIONAL,0.946,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,66,21.13,0.0,3.11,0.83,0.34,0.526,DEGRADED,0.995,FUNCTIONAL,0.912,FUNCTIONAL,0.946,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,67,19.87,0.0,3.53,0.83,0.35,0.524,DEGRADED,0.995,FUNCTIONAL,0.911,FUNCTIONAL,0.945,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,68,21.83,0.0,2.9,0.83,0.35,0.522,DEGRADED,0.995,FUNCTIONAL,0.91,FUNCTIONAL,0.945,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,69,21.56,0.0,2.85,0.83,0.36,0.52,DEGRADED,0.994,FUNCTIONAL,0.909,FUNCTIONAL,0.945,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,70,21.56,0.0,3.74,0.84,0.35,0.518,DEGRADED,0.994,FUNCTIONAL,0.908,FUNCTIONAL,0.945,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,71,22.06,0.0,3.26,0.84,0.35,0.516,DEGRADED,0.994,FUNCTIONAL,0.906,FUNCTIONAL,0.944,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,72,21.4,0.0,3.07,0.84,0.36,0.514,DEGRADED,0.994,FUNCTIONAL,0.905,FUNCTIONAL,0.944,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,73,20.95,0.0,2.78,0.84,0.34,0.513,DEGRADED,0.994,FUNCTIONAL,0.904,FUNCTIONAL,0.944,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,74,20.11,0.0,2.92,0.84,0.36,0.511,DEGRADED,0.994,FUNCTIONAL,0.903,FUNCTIONAL,0.943,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,75,19.94,0.0,3.07,0.85,0.35,0.509,DEGRADED,0.994,FUNCTIONAL,0.902,FUNCTIONAL,0.943,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,76,20.45,0.0,3.06,0.85,0.35,0.507,DEGRADED,0.994,FUNCTIONAL,0.901,FUNCTIONAL,0.943,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,77,21.71,0.0,3.32,0.85,0.36,0.505,DEGRADED,0.994,FUNCTIONAL,0.9,FUNCTIONAL,0.942,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,78,21.69,0.0,2.57,0.85,0.35,0.504,DEGRADED,0.994,FUNCTIONAL,0.899,FUNCTIONAL,0.942,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,79,21.49,0.0,2.86,0.86,0.37,0.502,DEGRADED,0.994,FUNCTIONAL,0.898,FUNCTIONAL,0.942,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,80,21.79,0.0,3.08,0.86,0.35,0.501,DEGRADED,0.994,FUNCTIONAL,0.897,FUNCTIONAL,0.942,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,81,19.9,0.0,2.53,0.86,0.36,0.499,CRITICAL,0.994,FUNCTIONAL,0.896,FUNCTIONAL,0.941,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,82,20.13,0.0,3.16,0.86,0.36,0.497,CRITICAL,0.994,FUNCTIONAL,0.895,FUNCTIONAL,0.941,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,83,20.82,0.0,2.76,0.86,0.36,0.496,CRITICAL,0.994,FUNCTIONAL,0.894,FUNCTIONAL,0.941,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,84,20.28,0.0,2.83,0.87,0.36,0.494,CRITICAL,0.994,FUNCTIONAL,0.893,FUNCTIONAL,0.941,FUNCTIONAL,0.991,FUNCTIONAL
Normal_Laboratori,85,21.18,0.0,2.79,0.87,0.36,0.493,CRITICAL,0.994,FUNCTIONAL,0.892,FUNCTIONAL,0.94,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,86,20.89,0.0,2.64,0.87,0.36,0.491,CRITICAL,0.994,FUNCTIONAL,0.891,FUNCTIONAL,0.94,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,87,20.58,0.0,2.49,0.87,0.37,0.49,CRITICAL,0.994,FUNCTIONAL,0.89,FUNCTIONAL,0.94,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,88,20.29,0.0,2.47,0.87,0.37,0.488,CRITICAL,0.993,FUNCTIONAL,0.889,FUNCTIONAL,0.94,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,89,19.55,0.0,2.35,0.87,0.36,0.487,CRITICAL,0.993,FUNCTIONAL,0.887,FUNCTIONAL,0.939,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,90,18.28,0.0,2.33,0.88,0.36,0.486,CRITICAL,0.993,FUNCTIONAL,0.886,FUNCTIONAL,0.939,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,91,18.28,0.0,2.56,0.88,0.36,0.484,CRITICAL,0.993,FUNCTIONAL,0.885,FUNCTIONAL,0.939,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,92,17.19,0.0,2.08,0.88,0.37,0.483,CRITICAL,0.993,FUNCTIONAL,0.884,FUNCTIONAL,0.939,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,93,18.03,0.0,2.42,0.88,0.36,0.482,CRITICAL,0.993,FUNCTIONAL,0.883,FUNCTIONAL,0.938,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,94,17.63,0.0,2.62,0.88,0.38,0.481,CRITICAL,0.993,FUNCTIONAL,0.882,FUNCTIONAL,0.938,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,95,17.13,0.0,2.39,0.88,0.37,0.479,CRITICAL,0.993,FUNCTIONAL,0.881,FUNCTIONAL,0.938,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,96,17.91,0.0,2.17,0.88,0.36,0.478,CRITICAL,0.993,FUNCTIONAL,0.88,FUNCTIONAL,0.938,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,97,17.74,0.0,2.28,0.89,0.37,0.477,CRITICAL,0.993,FUNCTIONAL,0.879,FUNCTIONAL,0.938,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,98,16.97,0.0,2.51,0.89,0.38,0.476,CRITICAL,0.993,FUNCTIONAL,0.878,FUNCTIONAL,0.937,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,99,17.62,0.0,2.19,0.89,0.38,0.474,CRITICAL,0.993,FUNCTIONAL,0.877,FUNCTIONAL,0.937,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,100,17.91,0.0,2.44,0.89,0.37,0.473,CRITICAL,0.993,FUNCTIONAL,0.876,FUNCTIONAL,0.937,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,101,18.51,0.0,2.2,0.89,0.38,0.472,CRITICAL,0.993,FUNCTIONAL,0.875,FUNCTIONAL,0.937,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,102,18.23,0.0,2.22,0.89,0.36,0.471,CRITICAL,0.993,FUNCTIONAL,0.874,FUNCTIONAL,0.936,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,103,18.83,0.0,1.95,0.89,0.37,0.47,CRITICAL,0.993,FUNCTIONAL,0.873,FUNCTIONAL,0.936,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,104,18.58,0.0,2.11,0.9,0.37,0.469,CRITICAL,0.993,FUNCTIONAL,0.872,FUNCTIONAL,0.936,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,105,18.62,0.0,2.3,0.9,0.38,0.468,CRITICAL,0.993,FUNCTIONAL,0.871,FUNCTIONAL,0.936,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,106,20.65,0.0,2.18,0.9,0.37,0.466,CRITICAL,0.993,FUNCTIONAL,0.869,FUNCTIONAL,0.936,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,107,21.59,0.0,1.81,0.9,0.38,0.466,CRITICAL,0.993,FUNCTIONAL,0.868,FUNCTIONAL,0.936,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,108,19.39,0.0,1.7,0.9,0.37,0.465,CRITICAL,0.993,FUNCTIONAL,0.867,FUNCTIONAL,0.935,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,109,18.97,0.0,1.95,0.9,0.38,0.464,CRITICAL,0.993,FUNCTIONAL,0.866,FUNCTIONAL,0.935,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,110,18.68,0.0,2.24,0.9,0.38,0.463,CRITICAL,0.993,FUNCTIONAL,0.865,FUNCTIONAL,0.935,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,111,19.53,0.0,1.89,0.9,0.39,0.462,CRITICAL,0.992,FUNCTIONAL,0.864,FUNCTIONAL,0.935,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,112,18.83,0.0,1.77,0.9,0.37,0.461,CRITICAL,0.992,FUNCTIONAL,0.863,FUNCTIONAL,0.935,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,113,18.78,0.0,2.24,0.9,0.38,0.46,CRITICAL,0.992,FUNCTIONAL,0.862,FUNCTIONAL,0.934,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,114,19.47,0.0,2.22,0.9,0.38,0.458,CRITICAL,0.992,FUNCTIONAL,0.861,FUNCTIONAL,0.934,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,115,19.58,0.0,1.76,0.9,0.38,0.458,CRITICAL,0.992,FUNCTIONAL,0.86,FUNCTIONAL,0.934,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,116,19.95,0.0,2.03,0.9,0.39,0.456,CRITICAL,0.992,FUNCTIONAL,0.859,FUNCTIONAL,0.934,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,117,20.2,0.0,1.92,0.9,0.38,0.456,CRITICAL,0.992,FUNCTIONAL,0.858,FUNCTIONAL,0.934,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,118,20.46,0.0,1.87,0.9,0.39,0.455,CRITICAL,0.992,FUNCTIONAL,0.857,FUNCTIONAL,0.934,FUNCTIONAL,0.99,FUNCTIONAL
Normal_Laboratori,119,21.13,0.0,1.89,0.9,0.38,0.454,CRITICAL,0.992,FUNCTIONAL,0.856,FUNCTIONAL,0.933,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,120,21.7,0.0,1.94,0.9,0.39,0.453,CRITICAL,0.992,FUNCTIONAL,0.855,FUNCTIONAL,0.933,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,121,19.98,0.0,2.08,0.9,0.39,0.452,CRITICAL,0.992,FUNCTIONAL,0.854,FUNCTIONAL,0.933,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,122,20.2,0.0,1.96,0.9,0.38,0.451,CRITICAL,0.992,FUNCTIONAL,0.853,FUNCTIONAL,0.933,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,123,22.28,0.0,2.01,0.9,0.39,0.45,CRITICAL,0.992,FUNCTIONAL,0.852,FUNCTIONAL,0.933,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,124,21.87,0.0,2.2,0.9,0.39,0.449,CRITICAL,0.992,FUNCTIONAL,0.85,FUNCTIONAL,0.932,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,125,23.33,0.0,1.71,0.9,0.39,0.448,CRITICAL,0.992,FUNCTIONAL,0.849,FUNCTIONAL,0.932,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,126,24.13,0.0,1.88,0.9,0.39,0.447,CRITICAL,0.992,FUNCTIONAL,0.848,FUNCTIONAL,0.932,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,127,24.0,0.0,1.99,0.9,0.38,0.446,CRITICAL,0.992,FUNCTIONAL,0.847,FUNCTIONAL,0.932,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,128,24.84,0.0,2.17,0.9,0.38,0.445,CRITICAL,0.992,FUNCTIONAL,0.846,FUNCTIONAL,0.932,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,129,25.54,0.0,2.04,0.9,0.38,0.444,CRITICAL,0.992,FUNCTIONAL,0.845,FUNCTIONAL,0.931,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,130,26.2,0.0,2.24,0.9,0.4,0.443,CRITICAL,0.992,FUNCTIONAL,0.844,FUNCTIONAL,0.931,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,131,25.27,0.0,1.88,0.9,0.39,0.442,CRITICAL,0.992,FUNCTIONAL,0.843,FUNCTIONAL,0.931,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,132,24.72,0.0,2.22,0.9,0.38,0.441,CRITICAL,0.992,FUNCTIONAL,0.842,FUNCTIONAL,0.931,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,133,25.89,0.0,1.85,0.9,0.39,0.44,CRITICAL,0.992,FUNCTIONAL,0.841,FUNCTIONAL,0.931,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,134,24.24,0.0,2.21,0.9,0.38,0.439,CRITICAL,0.992,FUNCTIONAL,0.84,FUNCTIONAL,0.931,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,135,24.38,0.0,1.97,0.9,0.39,0.438,CRITICAL,0.991,FUNCTIONAL,0.839,FUNCTIONAL,0.93,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,136,23.29,0.0,1.91,0.9,0.38,0.437,CRITICAL,0.991,FUNCTIONAL,0.838,FUNCTIONAL,0.93,FUNCTIONAL,0.989,FUNCTIONAL
Normal_Laboratori,137,22.94,0.0,1.93,0.9,0.38,0.436,CRITICAL,0.991,FUNCTIONAL,0.837,FUNCTIONAL,0.93,FUNCTIONAL,0.989,FUNCTIONAL
