Scenario,Cycle,Input_Temp,Input_Contam,Input_Load,Input_Maint,Input_Vibration,LinearGuide_Health,LinearGuide_Status,RecoaterMotor_Health,RecoaterMotor_Status,RecoaterBlade_Health,RecoaterBlade_Status,HeatingElement_Health,HeatingElement_Status,NozzlePlate_Health,NozzlePlate_Status
Entorn_Brut_Calor,137,34.36,0.0,2.06,0.9,0.41,0.42,CRITICAL,0.993,FUNCTIONAL,0.808,FUNCTIONAL,0.941,FUNCTIONAL,0.959,FUNCTIONAL
Entorn_Brut_Calor,138,33.3,0.0,2.03,0.9,0.41,0.419,CRITICAL,0.993,FUNCTIONAL,0.807,FUNCTIONAL,0.941,FUNCTIONAL,0.959,FUNCTIONAL
Entorn_Brut_Calor,139,33.43,0.0,2.11,0.9,0.39,0.418,CRITICAL,0.993,FUNCTIONAL,0.806,FUNCTIONAL,0.941,FUNCTIONAL,0.959,FUNCTIONAL
Entorn_Brut_Calor,140,32.62,0.0,1.78,0.9,0.39,0.417,CRITICAL,0.993,FUNCTIONAL,0.805,FUNCTIONAL,0.941,FUNCTIONAL,0.959,FUNCTIONAL
Entorn_Brut_Calor,141,32.75,0.0,2.23,0.9,0.4,0.416,CRITICAL,0.993,FUNCTIONAL,0.804,FUNCTIONAL,0.94,FUNCTIONAL,0.959,FUNCTIONAL
Entorn_Brut_Calor,142,32.0,0.0,2.24,0.9,0.41,0.415,CRITICAL,0.993,FUNCTIONAL,0.803,FUNCTIONAL,0.94,FUNCTIONAL,0.959,FUNCTIONAL
Entorn_Brut_Calor,143,32.52,0.0,1.73,0.9,0.41,0.414,CRITICAL,0.992,FUNCTIONAL,0.802,FUNCTIONAL,0.94,FUNCTIONAL,0.959,FUNCTIONAL
Entorn_Brut_Calor,144,31.95,0.0,1.76,0.9,0.41,0.413,CRITICAL,0.992,FUNCTIONAL,0.801,FUNCTIONAL,0.94,FUNCTIONAL,0.959,FUNCTIONAL
Entorn_Brut_Calor,145,32.28,0.0,2.05,0.9,0.41,0.413,CRITICAL,0.992,FUNCTIONAL,0.8,DEGRADED,0.94,FUNCTIONAL,0.959,FUNCTIONAL
Entorn_Brut_Calor,146,33.95,0.0,2.03,0.9,0.4,0.412,CRITICAL,0.992,FUNCTIONAL,0.799,DEGRADED,0.939,FUNCTIONAL,0.959,FUNCTIONAL
Entorn_Brut_Calor,147,34.0,0.0,1.82,0.9,0.41,0.411,CRITICAL,0.992,FUNCTIONAL,0.798,DEGRADED,0.939,FUNCTIONAL,0.959,FUNCTIONAL
Entorn_Brut_Calor,148,34.74,0.0,1.77,0.9,0.4,0.41,CRITICAL,0.992,FUNCTIONAL,0.797,DEGRADED,0.939,FUNCTIONAL,0.959,FUNCTIONAL
Entorn_Brut_Calor,149,33.09,0.0,2.15,0.9,0.4,0.409,CRITICAL,0.992,FUNCTIONAL,0.795,DEGRADED,0.939,FUNCTIONAL,0.959,FUNCTIONAL
Entorn_Brut_Calor,150,33.72,0.0,1.71,0.9,0.4,0.408,CRITICAL,0.992,FUNCTIONAL,0.794,DEGRADED,0.939,FUNCTIONAL,0.959,FUNCTIONAL
Entorn_Brut_Calor,151,34.9,0.0,2.19,0.9,0.4,0.407,CRITICAL,0.992,FUNCTIONAL,0.793,DEGRADED,0.938,FUNCTIONAL,0.959,FUNCTIONAL
Entorn_Brut_Calor,152,34.49,0.0,2.03,0.9,0.41,0.406,CRITICAL,0.992,FUNCTIONAL,0.792,DEGRADED,0.938,FUNCTIONAL,0.959,FUNCTIONAL
Entorn_Brut_Calor,153,35.99,0.0,2.26,0.9,0.41,0.405,CRITICAL,0.992,FUNCTIONAL,0.79,DEGRADED,0.938,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,154,35.17,0.0,1.73,0.9,0.4,0.405,CRITICAL,0.992,FUNCTIONAL,0.789,DEGRADED,0.938,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,155,35.24,0.0,1.91,0.9,0.41,0.404,CRITICAL,0.992,FUNCTIONAL,0.788,DEGRADED,0.938,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,156,35.99,0.0,1.95,0.9,0.41,0.403,CRITICAL,0.992,FUNCTIONAL,0.786,DEGRADED,0.937,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,157,38.13,0.0,1.76,0.9,0.41,0.402,CRITICAL,0.992,FUNCTIONAL,0.773,DEGRADED,0.937,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,158,40.4,0.0,2.19,0.9,0.42,0.401,CRITICAL,0.992,FUNCTIONAL,0.739,DEGRADED,0.937,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,159,38.83,0.0,1.84,0.9,0.41,0.4,CRITICAL,0.992,FUNCTIONAL,0.721,DEGRADED,0.937,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,160,40.11,0.0,2.14,0.9,0.42,0.399,CRITICAL,0.992,FUNCTIONAL,0.691,DEGRADED,0.937,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,161,38.67,0.0,1.87,0.9,0.42,0.399,CRITICAL,0.992,FUNCTIONAL,0.674,DEGRADED,0.937,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,162,38.19,0.0,1.91,0.9,0.42,0.398,CRITICAL,0.992,FUNCTIONAL,0.661,DEGRADED,0.936,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,163,37.43,0.0,1.86,0.9,0.41,0.397,CRITICAL,0.992,FUNCTIONAL,0.653,DEGRADED,0.936,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,164,34.47,0.0,2.09,0.9,0.41,0.396,CRITICAL,0.992,FUNCTIONAL,0.652,DEGRADED,0.936,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,165,34.35,0.0,1.71,0.9,0.41,0.395,CRITICAL,0.991,FUNCTIONAL,0.651,DEGRADED,0.936,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,166,34.25,0.0,1.91,0.9,0.41,0.394,CRITICAL,0.991,FUNCTIONAL,0.649,DEGRADED,0.936,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,167,32.48,0.0,2.25,0.9,0.41,0.393,CRITICAL,0.991,FUNCTIONAL,0.648,DEGRADED,0.935,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,168,32.53,0.0,1.76,0.9,0.41,0.393,CRITICAL,0.991,FUNCTIONAL,0.647,DEGRADED,0.935,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,169,32.94,0.0,2.01,0.9,0.4,0.392,CRITICAL,0.991,FUNCTIONAL,0.646,DEGRADED,0.935,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,170,34.32,0.0,2.06,0.9,0.41,0.391,CRITICAL,0.991,FUNCTIONAL,0.645,DEGRADED,0.935,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,171,34.49,0.0,1.87,0.9,0.41,0.39,CRITICAL,0.991,FUNCTIONAL,0.644,DEGRADED,0.935,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,172,35.6,0.0,1.75,0.9,0.42,0.389,CRITICAL,0.991,FUNCTIONAL,0.643,DEGRADED,0.934,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,173,36.12,0.0,1.72,0.9,0.42,0.389,CRITICAL,0.991,FUNCTIONAL,0.64,DEGRADED,0.934,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,174,34.0,0.0,1.89,0.9,0.42,0.388,CRITICAL,0.991,FUNCTIONAL,0.639,DEGRADED,0.934,FUNCTIONAL,0.958,FUNCTIONAL
Entorn_Brut_Calor,175,33.72,0.0,1.88,0.9,0.41,0.387,CRITICAL,0.991,FUNCTIONAL,0.638,DEGRADED,0.934,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,176,34.57,0.0,2.23,0.9,0.42,0.386,CRITICAL,0.991,FUNCTIONAL,0.637,DEGRADED,0.934,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,177,33.09,0.0,2.11,0.9,0.42,0.385,CRITICAL,0.991,FUNCTIONAL,0.636,DEGRADED,0.934,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,178,33.82,0.0,2.27,0.9,0.42,0.384,CRITICAL,0.991,FUNCTIONAL,0.635,DEGRADED,0.933,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,179,34.73,0.0,2.19,0.9,0.41,0.383,CRITICAL,0.991,FUNCTIONAL,0.634,DEGRADED,0.933,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,180,33.46,0.0,2.2,0.9,0.41,0.382,CRITICAL,0.991,FUNCTIONAL,0.632,DEGRADED,0.933,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,181,33.9,0.0,1.73,0.9,0.42,0.382,CRITICAL,0.991,FUNCTIONAL,0.631,DEGRADED,0.933,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,182,34.49,0.0,2.09,0.9,0.43,0.381,CRITICAL,0.991,FUNCTIONAL,0.63,DEGRADED,0.933,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,183,35.92,0.0,1.73,0.9,0.41,0.38,CRITICAL,0.991,FUNCTIONAL,0.628,DEGRADED,0.932,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,184,37.38,0.0,2.11,0.9,0.41,0.379,CRITICAL,0.991,FUNCTIONAL,0.62,DEGRADED,0.932,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,185,36.58,0.0,1.99,0.9,0.43,0.378,CRITICAL,0.991,FUNCTIONAL,0.616,DEGRADED,0.932,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,186,35.63,0.0,2.26,0.9,0.41,0.377,CRITICAL,0.99,FUNCTIONAL,0.615,DEGRADED,0.932,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,187,35.56,0.0,1.98,0.9,0.42,0.377,CRITICAL,0.99,FUNCTIONAL,0.613,DEGRADED,0.932,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,188,36.06,0.0,2.24,0.9,0.43,0.376,CRITICAL,0.99,FUNCTIONAL,0.611,DEGRADED,0.931,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,189,34.52,0.0,2.22,0.9,0.42,0.375,CRITICAL,0.99,FUNCTIONAL,0.61,DEGRADED,0.931,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,190,36.47,0.0,1.94,0.9,0.43,0.374,CRITICAL,0.99,FUNCTIONAL,0.606,DEGRADED,0.931,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,191,36.27,0.0,2.11,0.9,0.43,0.373,CRITICAL,0.99,FUNCTIONAL,0.603,DEGRADED,0.931,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,192,36.96,0.0,1.93,0.9,0.43,0.372,CRITICAL,0.99,FUNCTIONAL,0.596,DEGRADED,0.931,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,193,36.82,0.0,1.74,0.9,0.42,0.372,CRITICAL,0.99,FUNCTIONAL,0.591,DEGRADED,0.93,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,194,36.52,0.0,1.7,0.9,0.42,0.371,CRITICAL,0.99,FUNCTIONAL,0.587,DEGRADED,0.93,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,195,36.35,0.0,1.85,0.9,0.43,0.37,CRITICAL,0.99,FUNCTIONAL,0.583,DEGRADED,0.93,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,196,34.82,0.0,2.19,0.9,0.42,0.369,CRITICAL,0.99,FUNCTIONAL,0.582,DEGRADED,0.93,FUNCTIONAL,0.957,FUNCTIONAL
Entorn_Brut_Calor,197,34.91,0.0,1.88,0.9,0.43,0.368,CRITICAL,0.99,FUNCTIONAL,0.581,DEGRADED,0.93,FUNCTIONAL,0.956,FUNCTIONAL
Entorn_Brut_Calor,198,35.02,0.0,2.1,0.9,0.42,0.368,CRITICAL,0.99,FUNCTIONAL,0.58,DEGRADED,0.929,FUNCTIONAL,0.956,FUNCTIONAL
Entorn_Brut_Calor,199,35.37,0.0,1.74,0.9,0.42,0.367,CRITICAL,0.99,FUNCTIONAL,0.579,DEGRADED,0.929,FUNCTIONAL,0.956,FUNCTIONAL
Entorn_Brut_Calor,200,36.41,0.0,2.01,0.9,0.42,0.366,CRITICAL,0.99,FUNCTIONAL,0.575,DEGRADED,0.929,FUNCTIONAL,0.956,FUNCTIONAL
